날짜,항목,팀,선수,비고,포지션
2022-06-04,부상자 명단,삼성,이원석,10일,내야수
2022-06-04,부상자 명단,LG,서건창,10일,내야수
2022-06-04,부상자 명단,NC,노진혁,10일,내야수
2022-06-04,부상자 명단,롯데,윤동희,15일,내야수
2022-06-04,경조휴가,한화,윤호솔,5일,투수
2022-06-04,소속선수 추가 등록,두산,황경태,육성선수 말소,내야수
2022-06-04,소속선수 추가 등록,SSG,석정우,육성선수 말소,내야수
2022-06-04,등번호 변경,SSG,석정우,02→69,내야수
2022-06-02,부상자 명단,삼성,김동엽,10일,외야수
2022-06-02,부상자 명단,키움,김웅빈,10일,내야수
2022-06-02,군보류 자유계약선수,SSG,이거연,,내야수
2022-06-02,소속선수 추가 등록,KT,벤자민,,투수
2022-06-02,웨이버,한화,킹험,,투수
2022-06-02,자유계약선수,KT,라모스,,외야수
2022-06-01,부상자 명단,삼성,원태인,10일,투수
2022-06-01,부상자 명단,NC,박건우,15일,외야수
2022-05-31,소속선수 추가 등록,삼성,이해승,육성선수 말소,내야수
2022-05-31,소속선수 추가 등록,롯데,윤동희,육성선수 말소,내야수
2022-05-31,소속선수 추가 등록,KIA,장재혁,육성선수 말소,투수
2022-05-31,등번호 변경,삼성,이해승,116→67,내야수
2022-05-31,등번호 변경,KIA,장재혁,040→56,투수
2022-05-31,웨이버,한화,카펜터,,투수
2022-05-30,부상자 명단,삼성,이재현,30일,내야수
2022-05-30,부상자 명단,롯데,김민수,30일,내야수
2022-05-30,웨이버,LG,루이즈,,내야수
2022-05-28,부상자 명단,키움,김태진,10일,내야수
2022-05-28,부상자 명단,NC,도태훈,15일,내야수
2022-05-28,소속선수 추가 등록,NC,김수윤,육성선수 말소,내야수
2022-05-26,부상자 명단,LG,임찬규,10일,투수
2022-05-26,웨이버,KT,라모스,,외야수
2022-05-26,임의해지,KT,안현준,,투수
2022-05-26,자유계약선수,KT,쿠에바스,,투수
2022-05-25,경조휴가,두산,김재환,5일 / 5.26 1군 엔트리 등록,외야수
2022-05-24,군보류 자유계약선수,두산,김호준,,투수
2022-05-24,군보류 자유계약선수,두산,양찬열,,외야수
2022-05-23,부상자 명단,삼성,김동엽,10일,외야수
2022-05-22,부상자 명단,롯데,전준우,15일,외야수
2022-05-22,부상자 명단,롯데,한동희,10일,내야수
2022-05-22,트레이드,KT,이채호,SSG→KT,투수
2022-05-22,트레이드,SSG,정성곤,KT→SSG,투수
2022-05-21,부상자 명단,키움,박준태,10일,외야수
2022-05-21,트레이드,KT,장준원,LG→KT,내야수
2022-05-21,트레이드,LG,신인,"2023 신인드래프트 5R, KT→LG",지명권
2022-05-19,부상자 명단,LG,이우찬,10일,투수
2022-05-19,웨이버,KT,쿠에바스,,투수
2022-05-18,소속선수 추가 등록,SSG,전영준,육성선수 말소,투수
2022-05-18,등번호 변경,두산,박성재,104→15,포수
2022-05-18,등번호 변경,SSG,전영준,09→60,투수
2022-05-17,부상자 명단,SSG,김택형,10일,투수
2022-05-17,부상자 명단,NC,박준영,15일,내야수
2022-05-17,군보류,삼성,주한울,,외야수
2022-05-16,소속선수 추가 등록,KT,이정훈,군보류 해제,투수
2022-05-14,소속선수 추가 등록,KT,문상준,육성선수 말소,내야수
2022-05-13,부상자 명단,롯데,박승욱,30일 / 6.7 1군 엔트리 등록,내야수
2022-05-12,부상자 명단,두산,김인태,10일,외야수
2022-05-12,부상자 명단,키움,이용규,30일,외야수
2022-05-12,부상자 명단,롯데,정훈,15일,내야수
2022-05-12,군보류,키움,김성민,,투수
2022-05-11,부상자 명단,두산,김강률,10일,투수
2022-05-10,부상자 명단,LG,문성주,10일,외야수
2022-05-10,소속선수 추가 등록,KT,한지용,군보류 해제,포수
2022-05-09,트레이드,SSG,김민식,KIA→SSG,포수
2022-05-09,트레이드,KIA,김정빈,SSG→KIA,투수
2022-05-09,트레이드,KIA,임석진,SSG→KIA,내야수
2022-05-08,부상자 명단,NC,권희동,15일,외야수
2022-05-07,소속선수 추가 등록,두산,김동주,육성선수 말소,투수
2022-05-07,소속선수 추가 등록,LG,이지강,육성선수 말소,투수
2022-05-07,소속선수 추가 등록,NC,한재승,육성선수 말소,투수
2022-05-07,소속선수 추가 등록,한화,원혁재,육성선수 말소,외야수
2022-05-07,등번호 변경,LG,이지강,116→4,투수
2022-05-06,부상자 명단,삼성,박승규,10일,외야수
2022-05-06,부상자 명단,롯데,최건,10일,투수
2022-05-05,소속선수 추가 등록,두산,서예일,육성선수 말소,내야수
2022-05-04,부상자 명단,삼성,구자욱,10일,외야수
2022-05-04,부상자 명단,롯데,김대우,15일,투수
2022-05-04,군보류,KT,천성호,,내야수
2022-05-04,군보류,삼성,김재혁,,외야수
2022-05-04,군보류,삼성,이승민,,투수
2022-05-04,군보류,LG,구본혁,,내야수
2022-05-04,군보류,키움,김인범,,투수
2022-05-04,군보류,키움,변상권,,외야수
2022-05-04,군보류,SSG,조병현,,투수
2022-05-04,군보류,롯데,나승엽,,내야수
2022-05-04,군보류,롯데,송재영,,투수
2022-05-04,군보류,롯데,정우준,,투수
2022-05-04,군보류,KIA,김현수,,투수
2022-05-04,군보류,KIA,박민,,내야수
2022-05-04,군보류,KIA,장민기,,투수
2022-05-04,군보류,한화,장규현,,포수
2022-05-04,소속선수 추가 등록,삼성,김동진,육성선수 말소,내야수
2022-05-04,등번호 변경,삼성,김동진,103→24,내야수
2022-05-03,소속선수 추가 등록,KT,전진영,육성선수 말소,외야수
2022-05-03,소속선수 추가 등록,LG,허준혁,육성선수 말소,투수
2022-05-03,소속선수 추가 등록,SSG,한두솔,육성선수 말소,투수
2022-05-03,등번호 변경,LG,허준혁,119→65,투수
2022-05-03,임의해지 복귀,키움,강정호,임의해지일:2015.1.23,내야수
2022-05-02,부상자 명단,두산,김인태,10일,외야수
2022-05-02,부상자 명단,LG,임찬규,10일,투수
2022-05-01,소속선수 추가 등록,두산,박유연,육성선수 말소,포수
2022-05-01,소속선수 추가 등록,두산,정철원,육성선수 말소,투수
2022-05-01,소속선수 추가 등록,롯데,황성빈,육성선수 말소,외야수
2022-05-01,소속선수 추가 등록,한화,김인환,육성선수 말소,내야수
2022-05-01,등번호 변경,두산,김동주,102→41,투수
2022-04-30,부상자 명단,두산,양석환,10일,내야수
2022-04-30,부상자 명단,두산,이형범,10일,투수
2022-04-30,부상자 명단,키움,최원태,10일,투수
2022-04-30,부상자 명단,NC,김기환,10일,외야수
2022-04-29,부상자 명단,키움,김태훈,,투수
2022-04-29,부상자 명단,SSG,노경은,30일,투수
2022-04-29,부상자 명단,KIA,유승철,10일,투수
2022-04-29,개명,한화,김건,개명전:김현민,내야수
2022-04-29,등번호 변경,NC,정현,6→67,내야수
2022-04-29,등번호 변경,NC,파슨스,67→6,투수
2022-04-28,부상자 명단,삼성,김상수,30일,내야수
2022-04-28,부상자 명단,한화,장운호,15일,외야수
2022-04-25,부상자 명단,삼성,양창섭,30일,투수
2022-04-25,부상자 명단,키움,김재현,10일,포수
2022-04-25,군보류 자유계약선수,키움,배현호,,포수
2022-04-25,트레이드,키움,김태진,KIA→키움,내야수
2022-04-25,트레이드,키움,신인,"2023 신인드래프트 2R, KIA→키움",지명권
2022-04-25,트레이드,KIA,박동원,키움→KIA,포수
2022-04-23,부상자 명단,롯데,강윤구,30일,투수
2022-04-23,경조휴가,롯데,안치홍,3일,내야수
2022-04-23,트레이드,KIA,김도현,한화→KIA,투수
2022-04-23,트레이드,한화,이민우,KIA→한화,투수
2022-04-23,트레이드,한화,이진영,KIA→한화,외야수
2022-04-22,부상자 명단,KIA,박찬호,10일,내야수
2022-04-22,등번호 변경,키움,변상권,2→91,외야수
2022-04-22,등번호 변경,키움,송정인,91→2,투수
2022-04-21,부상자 명단,롯데,진명호,10일,투수
2022-04-20,부상자 명단,두산,양석환,10일,내야수
2022-04-20,부상자 명단,삼성,원태인,10일,투수
2022-04-20,부상자 명단,키움,정찬헌,10일,투수
2022-04-20,부상자 명단,NC,이재학,10일,투수
2022-04-20,부상자 명단,한화,정우람,10일,투수
2022-04-19,부상자 명단,KIA,김태진,10일,내야수
2022-04-15,부상자 명단,롯데,김재유,30일,외야수
2022-04-15,부상자 명단,KIA,고종욱,30일,외야수
2022-04-15,군보류 자유계약선수,LG,김성진,,포수
2022-04-13,부상자 명단,KIA,김호령,30일,외야수
2022-04-10,부상자 명단,두산,양석환,10일,내야수
2022-04-08,부상자 명단,롯데,김진욱,,투수
2022-04-07,경조휴가,두산,박세혁,1일,포수
2022-04-06,부상자 명단,LG,채은성,10일,외야수
2022-04-05,군보류,키움,조상우,,투수
2022-04-05,등번호 변경,키움,양기현,61→15,투수
2022-04-05,등번호 변경,키움,장재영,59→61,투수
2022-04-04,부상자 명단,삼성,공민규,,내야수
2022-04-04,부상자 명단,SSG,윤태현,,투수
2022-04-04,부상자 명단,NC,임정호,,투수
2022-04-03,부상자 명단,삼성,김동엽,,외야수
2022-04-03,부상자 명단,삼성,김상수,,내야수
2022-04-03,부상자 명단,NC,최승민,,외야수
2022-03-23,개명,한화,김도현,개명전:김이환,투수
2022-03-23,개명,한화,이시원,개명전:이동훈,외야수
2022-03-23,등번호 변경,NC,조민석,105→64,투수
2022-03-18,등번호 변경,KT,안현민,102→58,포수
2022-03-17,개명,SSG,조이현,개명전:조영우,투수
2022-03-17,군보류,SSG,김성민,,내야수
2022-03-17,군보류 자유계약선수,키움,주성원,,포수
2022-03-17,임의해지 복귀,SSG,김광현,임의해지일:2020.1.8,투수
2022-03-11,개명,키움,김대한,개명전:김동은,투수
2022-03-11,군보류,KT,신범준,,투수
2022-03-11,군보류,KT,한차현,,투수
2022-03-11,소속선수 추가 등록,KT,김성훈,군보류 해제,내야수
2022-03-11,등번호 변경,롯데,고승민,6→65,외야수
2022-03-11,등번호 변경,롯데,엄장윤,65→37,포수
2022-03-11,등번호 변경,롯데,이학주,37→6,내야수
2022-03-02,군보류,롯데,박재민,,투수
2022-03-02,군보류,롯데,박진형,,투수
2022-02-25,소속선수 추가 등록,두산,페르난데스,,내야수
2022-02-23,군보류,두산,조제영,,투수
2022-02-23,군보류,키움,조영건,,투수
2022-02-23,소속선수 추가 등록,두산,김대한,군보류 해제,외야수
2022-02-23,소속선수 추가 등록,두산,송승환,군보류 해제,내야수
2022-02-10,군보류,SSG,김창평,,외야수
2022-02-10,군보류,SSG,현원회,,포수
2022-02-10,군보류,한화,장웅정,,투수
2022-01-31,군보류 자유계약선수,두산,전창민,,투수
2022-01-31,군보류 자유계약선수,삼성,김태우,,투수
2022-01-31,군보류 자유계약선수,삼성,서주원,,포수
2022-01-31,군보류 자유계약선수,삼성,오상민,,투수
2022-01-31,군보류 자유계약선수,LG,강정현,,투수
2022-01-31,군보류 자유계약선수,LG,김영준,,투수
2022-01-31,군보류 자유계약선수,LG,성동현,,투수
2022-01-31,군보류 자유계약선수,LG,이강욱,,투수
2022-01-31,군보류 자유계약선수,NC,전사민,,투수
2022-01-31,군보류 자유계약선수,롯데,윤성빈,,투수
2022-01-31,자유계약선수,두산,김동주,,투수
2022-01-31,자유계약선수,두산,박웅,,투수
2022-01-31,자유계약선수,두산,박유연,,포수
2022-01-31,자유계약선수,두산,서예일,,내야수
2022-01-31,자유계약선수,두산,오명진,,내야수
2022-01-31,자유계약선수,두산,윤수호,,투수
2022-01-31,자유계약선수,두산,이교훈,,투수
2022-01-31,자유계약선수,두산,임태윤,,내야수
2022-01-31,자유계약선수,두산,최세창,,투수
2022-01-31,자유계약선수,두산,황경태,,내야수
2022-01-31,자유계약선수,LG,김태형,,투수
2022-01-31,자유계약선수,LG,조건희,,투수
2022-01-31,자유계약선수,LG,최현준,,내야수
2022-01-31,자유계약선수,LG,한선태,,투수
2022-01-31,자유계약선수,NC,강태경,,투수
2022-01-31,자유계약선수,NC,김수윤,,내야수
2022-01-31,자유계약선수,NC,노시훈,,투수
2022-01-31,자유계약선수,NC,안인산,,투수
2022-01-31,자유계약선수,NC,오장한,,외야수
2022-01-31,자유계약선수,NC,오태양,,내야수
2022-01-31,자유계약선수,NC,최보성,,내야수
2022-01-31,자유계약선수,NC,한재승,,투수
2022-01-31,자유계약선수,KIA,김윤동,,투수
2022-01-26,임의해지,두산,유희관,,투수
2022-01-26,임의해지,키움,박정음,,외야수
2022-01-24,트레이드,삼성,신인,"2023 신인드래프트 3R, 롯데→삼성",지명권
2022-01-24,트레이드,삼성,최하늘,롯데→삼성,투수
2022-01-24,트레이드,롯데,이학주,삼성→롯데,내야수
2022-01-20,임의해지,KT,이대은,,투수
2022-01-06,FA 계약,롯데,정훈,,내야수
2022-01-01,FA 계약,LG,허도환,,포수
2021-12-31,FA 보상선수,NC,하준영,KIA→NC,투수
2021-12-31,FA 보상선수,롯데,문경찬,NC→롯데,투수
2021-12-31,FA 계약,KT,박병호,,내야수
2021-12-31,FA 계약,KT,장성우,,포수
2021-12-31,FA 계약,KT,황재균,,내야수
2021-12-26,FA 계약,NC,손아섭,,외야수
2021-12-26,FA 계약,KIA,양현종,,투수
2021-12-26,FA 계약,삼성,강민호,,포수
2021-12-25,FA 계약,KIA,나성범,,외야수
2021-12-22,FA 보상선수,두산,강진성,NC→두산,내야수
2021-12-22,FA 보상선수,삼성,김재성,LG→삼성,포수
2021-12-22,FA 계약,두산,김재환,,외야수
2021-12-22,FA 계약,LG,김현수,,외야수
2021-12-22,FA 계약,삼성,백정현,,투수
2021-12-16,개명,두산,박소준,개명전:박종기,투수
2021-12-16,개명,한화,유로결,개명전:유장혁,외야수
2021-12-16,군보류,두산,박지훈,,내야수
2021-12-16,FA 계약,NC,박건우,,외야수
2021-12-16,FA 계약,LG,박해민,,외야수
2021-12-13,군보류,NC,배민서,,투수
2021-12-13,군보류,NC,최정원,,내야수
2021-12-13,군보류,두산,김민규,,투수
2021-12-13,군보류,LG,이상영,,투수
2021-12-13,군보류,KIA,최원준,,외야수
2021-12-13,군보류,롯데,손성빈,,포수
2021-12-13,군보류,삼성,김도환,,포수
2021-12-13,군보류,삼성,최지광,,투수
2021-12-13,군보류,삼성,최채흥,,투수
2021-12-13,군보류,SSG,김찬형,,내야수
2021-12-13,군보류,한화,배동현,,투수
2021-12-13,군보류,한화,오동욱,,투수
2021-12-13,군보류,한화,조한민,,내야수
2021-12-13,군보류,한화,최인호,,외야수
2021-12-13,트레이드,NC,김응민,삼성→NC,포수
2021-12-13,트레이드,NC,심창민,삼성→NC,투수
2021-12-13,트레이드,삼성,김태군,NC→삼성,포수
2021-12-03,군보류,두산,장규빈,,포수
2021-12-03,군보류,롯데,윤성빈,,투수
2021-12-03,군보류,롯데,이주찬,,내야수
2021-11-30,군보류,키움,김병휘,,내야수
2021-11-30,자유계약선수,NC,김진성,,투수
2021-11-30,자유계약선수,NC,박진우,,투수
2021-11-30,자유계약선수,NC,임창민,,투수
2021-11-30,자유계약선수,NC,지석훈,,내야수
2021-11-30,자유계약선수,두산,고봉재,,투수
2021-11-30,자유계약선수,두산,로켓,,투수
2021-11-30,자유계약선수,두산,박성모,,투수
2021-11-30,자유계약선수,두산,백동훈,,외야수
2021-11-30,자유계약선수,두산,정현욱,,투수
2021-11-30,자유계약선수,KT,유한준,,외야수
2021-11-30,자유계약선수,KT,호잉,,외야수
2021-11-30,자유계약선수,LG,고효준,,투수
2021-11-30,자유계약선수,LG,김용의,,내야수
2021-11-30,자유계약선수,LG,김지용,생년월일:88.2.20,투수
2021-11-30,자유계약선수,LG,보어,,내야수
2021-11-30,자유계약선수,LG,이성우,,포수
2021-11-30,자유계약선수,KIA,김영환,,내야수
2021-11-30,자유계약선수,KIA,유민상,,내야수
2021-11-30,자유계약선수,KIA,터커,,내야수
2021-11-30,자유계약선수,KIA,황윤호,,내야수
2021-11-30,자유계약선수,롯데,강동호,,투수
2021-11-30,자유계약선수,롯데,마차도,,내야수
2021-11-30,자유계약선수,롯데,민병헌,,외야수
2021-11-30,자유계약선수,롯데,송승준,,투수
2021-11-30,자유계약선수,롯데,정태승,,투수
2021-11-30,자유계약선수,롯데,프랑코,,투수
2021-11-30,자유계약선수,롯데,한승혁,,투수
2021-11-30,자유계약선수,삼성,김재현,,내야수
2021-11-30,자유계약선수,삼성,몽고메리,,투수
2021-11-30,자유계약선수,삼성,백승민,,내야수
2021-11-30,자유계약선수,삼성,봉민호,,투수
2021-11-30,자유계약선수,삼성,이현동,,외야수
2021-11-30,자유계약선수,삼성,임현준,,투수
2021-11-30,자유계약선수,SSG,가빌리오,,투수
2021-11-30,자유계약선수,SSG,고종욱,,외야수
2021-11-30,자유계약선수,SSG,김경호,,외야수
2021-11-30,자유계약선수,SSG,남태혁,,내야수
2021-11-30,자유계약선수,SSG,로맥,,내야수
2021-11-30,자유계약선수,SSG,신재웅,,투수
2021-11-30,자유계약선수,SSG,정상호,,포수
2021-11-30,자유계약선수,SSG,정수민,,투수
2021-11-30,자유계약선수,SSG,정영일,,투수
2021-11-30,자유계약선수,SSG,정의윤,,외야수
2021-11-30,자유계약선수,한화,페레즈,,내야수
2021-11-29,FA 계약,한화,최재훈,,포수
2021-11-25,FA 자격취득,NC,나성범,,외야수
2021-11-25,FA 자격취득,두산,김재환,,외야수
2021-11-25,FA 자격취득,두산,박건우,,외야수
2021-11-25,FA 자격취득,KT,장성우,,포수
2021-11-25,FA 자격취득,KT,허도환,,포수
2021-11-25,FA 자격취득,KT,황재균,,내야수
2021-11-25,FA 자격취득,LG,김현수,,외야수
2021-11-25,FA 자격취득,키움,박병호,,내야수
2021-11-25,FA 자격취득,롯데,손아섭,,외야수
2021-11-25,FA 자격취득,롯데,정훈,,내야수
2021-11-25,FA 자격취득,삼성,강민호,,포수
2021-11-25,FA 자격취득,삼성,박해민,,외야수
2021-11-25,FA 자격취득,삼성,백정현,,투수
2021-11-25,FA 자격취득,한화,최재훈,,포수
2021-11-24,군보류,NC,박시원,,외야수
2021-11-19,군보류,LG,김진수,,투수
2021-11-19,군보류,삼성,홍원표,,투수
2021-11-17,군보류,롯데,박명현,,투수
2021-11-17,군보류,롯데,최종은,,내야수
2021-11-10,군보류,롯데,홍민기,,투수
2021-11-05,군보류,NC,소이현,,투수
2021-11-05,자유계약선수,KIA,변시원,,투수
2021-11-05,자유계약선수,KIA,심동섭,,투수
2021-11-05,자유계약선수,KIA,차명진,,투수
2021-11-05,자유계약선수,롯데,김건국,,투수
2021-11-05,자유계약선수,롯데,노경은,,투수
2021-11-05,자유계약선수,롯데,오현택,,투수
2021-11-04,자유계약선수,키움,김은성,,내야수
2021-11-04,자유계약선수,키움,김정후,,투수
2021-11-04,자유계약선수,키움,문찬종,,내야수
2021-11-04,자유계약선수,키움,오주원,,투수
2021-11-04,자유계약선수,키움,임규빈,,투수
2021-11-04,자유계약선수,키움,조성운,,투수
2021-11-04,자유계약선수,키움,차재용,,투수
2021-11-04,자유계약선수,키움,허정협,,외야수
2021-11-02,군보류,롯데,김동규,,투수
2021-10-29,군보류,SSG,양선률,,투수
2021-10-29,군보류,SSG,채현우,,외야수
2021-10-29,웨이버,KIA,변시원,,투수
2021-10-29,웨이버,KIA,심동섭,,투수
2021-10-29,웨이버,KIA,차명진,,투수
2021-10-29,웨이버,롯데,김건국,,투수
2021-10-29,웨이버,롯데,노경은,,투수
2021-10-29,웨이버,롯데,오현택,,투수
2021-10-28,웨이버,키움,김은성,,내야수
2021-10-28,웨이버,키움,김정후,,투수
2021-10-28,웨이버,키움,문찬종,,내야수
2021-10-28,웨이버,키움,오주원,,투수
2021-10-28,웨이버,키움,임규빈,,투수
2021-10-28,웨이버,키움,조성운,,투수
2021-10-28,웨이버,키움,차재용,,투수
2021-10-28,웨이버,키움,허정협,,외야수
2021-10-24,부상자 명단,NC,박준영,10일,내야수
2021-10-22,부상자 명단,KIA,박정우,10일,외야수
2021-10-22,부상자 명단,KIA,이의리,10일,투수
2021-10-22,부상자 명단,KIA,한승혁,10일,투수
2021-10-21,군보류,NC,이승헌,,투수
2021-10-21,자유계약선수,한화,김민하,,외야수
2021-10-21,자유계약선수,한화,김지수,,외야수
2021-10-21,자유계약선수,한화,김진영,,투수
2021-10-21,자유계약선수,한화,노태형,,내야수
2021-10-21,자유계약선수,한화,문동욱,,투수
2021-10-21,자유계약선수,한화,서균,,투수
2021-10-21,자유계약선수,한화,정인욱,,투수
2021-10-21,자유계약선수,한화,정진호,,외야수
2021-10-20,자유계약선수,KT,강민국,,내야수
2021-10-20,자유계약선수,KT,김도현,,외야수
2021-10-20,자유계약선수,KT,박승욱,,내야수
2021-10-20,자유계약선수,KT,안승한,,포수
2021-10-20,자유계약선수,KT,유원상,,투수
2021-10-20,자유계약선수,KT,이보근,,투수
2021-10-20,자유계약선수,KT,이홍구,,포수
2021-10-20,자유계약선수,KIA,나주환,,내야수
2021-10-20,자유계약선수,SSG,강지광,,투수
2021-10-17,부상자 명단,KT,허도환,15일,포수
2021-10-17,소속선수 추가 등록,두산,박성재,육성선수 말소,포수
2021-10-17,소속선수 추가 등록,KT,조대현,육성선수 말소,포수
2021-10-15,부상자 명단,LG,이상호,30일,내야수
2021-10-15,부상자 명단,한화,김범수,30일,투수
2021-10-15,군보류,KIA,김원경,,내야수
2021-10-14,웨이버,한화,김민하,,외야수
2021-10-14,웨이버,한화,김지수,,외야수
2021-10-14,웨이버,한화,김진영,,투수
2021-10-14,웨이버,한화,노태형,,내야수
2021-10-14,웨이버,한화,문동욱,,투수
2021-10-14,웨이버,한화,서균,,투수
2021-10-14,웨이버,한화,정인욱,,투수
2021-10-14,웨이버,한화,정진호,,외야수
2021-10-14,자유계약선수,NC,김준완,,외야수
2021-10-14,자유계약선수,NC,윤수강,,포수
2021-10-14,자유계약선수,NC,이원재,,내야수
2021-10-14,자유계약선수,NC,이재율,,외야수
2021-10-14,자유계약선수,NC,최금강,,투수
2021-10-13,부상자 명단,한화,김기중,15일,투수
2021-10-13,웨이버,KT,강민국,,내야수
2021-10-13,웨이버,KT,김도현,,외야수
2021-10-13,웨이버,KT,박승욱,,내야수
2021-10-13,웨이버,KT,안승한,,포수
2021-10-13,웨이버,KT,유원상,,투수
2021-10-13,웨이버,KT,이보근,,투수
2021-10-13,웨이버,KT,이홍구,,포수
2021-10-13,웨이버,KIA,나주환,,내야수
2021-10-13,웨이버,SSG,강지광,,투수
2021-10-12,부상자 명단,두산,양석환,10일,내야수
2021-10-12,부상자 명단,LG,진해수,10일,투수
2021-10-12,부상자 명단,KIA,한승혁,10일,투수
2021-10-12,부상자 명단,롯데,서준원,30일,투수
2021-10-11,부상자 명단,KIA,김태진,10일,내야수
2021-10-08,소속선수 추가 등록,NC,최우재,육성선수 말소,외야수
2021-10-08,등번호 변경,NC,최우재,105→68,외야수
2021-10-07,웨이버,NC,김준완,,외야수
2021-10-07,웨이버,NC,윤수강,,포수
2021-10-07,웨이버,NC,이원재,,내야수
2021-10-07,웨이버,NC,이재율,,외야수
2021-10-07,웨이버,NC,최금강,,투수
2021-10-06,부상자 명단,롯데,김재유,30일,외야수
2021-10-05,부상자 명단,한화,장지승,30일,외야수
2021-10-05,소속선수 추가 등록,롯데,최종은,육성선수 말소,내야수
2021-10-03,부상자 명단,KIA,박준표,10일,투수
2021-10-03,부상자 명단,삼성,장필준,10일,투수
2021-10-03,부상자 명단,한화,김기중,10일,투수
2021-10-01,부상자 명단,KIA,김태진,10일,내야수
2021-09-30,부상자 명단,NC,류진욱,30일 / 10.22 1군 엔트리 등록,투수
2021-09-29,소속선수 추가 등록,한화,윤산흠,육성선수 말소,투수
2021-09-29,등번호 변경,한화,윤산흠,106→32,투수
2021-09-28,소속선수 추가 등록,KIA,오정환,군보류 해제,내야수
2021-09-27,부상자 명단,KIA,김호령,10일,외야수
2021-09-25,부상자 명단,SSG,김성현,10일,내야수
2021-09-24,부상자 명단,키움,조상우,15일 / 10.5 1군 엔트리 등록,투수
2021-09-24,부상자 명단,삼성,이승현,10일,투수
2021-09-23,부상자 명단,KIA,박준표,10일,투수
2021-09-23,부상자 명단,롯데,강윤구,10일,투수
2021-09-23,부상자 명단,삼성,장필준,10일,투수
2021-09-23,부상자 명단,한화,김태연,10일,내야수
2021-09-22,부상자 명단,키움,정찬헌,10일,투수
2021-09-20,부상자 명단,한화,최인호,30일,외야수
2021-09-19,자유계약선수,SSG,이케빈,"임의해지공시말소
임의해지일:2019.9.18",투수
2021-09-17,부상자 명단,KIA,김호령,10일,외야수
2021-09-17,군보류 자유계약선수,KT,박주현,,투수
2021-09-16,부상자 명단,KT,유한준,10일,외야수
2021-09-16,부상자 명단,삼성,박승규,10일,외야수
2021-09-16,부상자 명단,한화,노수광,30일,외야수
2021-09-16,소속선수 추가 등록,키움,김준형,육성선수 말소,투수
2021-09-16,소속선수 추가 등록,KIA,다카하시,,투수
2021-09-16,소속선수 추가 등록,삼성,김현준,육성선수 말소,외야수
2021-09-15,부상자 명단,KIA,김재열,30일,투수
2021-09-14,부상자 명단,KT,박경수,15일 / 9.24 1군 엔트리 등록,내야수
2021-09-14,경조휴가,KIA,이창진,5일 / 9.17 1군 엔트리 등록,외야수
2021-09-14,경조휴가,KIA,최형우,5일 / 9.15 1군 엔트리 등록,외야수
2021-09-13,부상자 명단,KIA,이의리,10일,투수
2021-09-13,부상자 명단,KIA,이정훈,30일,포수
2021-09-13,부상자 명단,삼성,박해민,10일,외야수
2021-09-12,소속선수 추가 등록,SSG,이정범,육성선수 말소,외야수
2021-09-11,개명,롯데,박선우,개명전:박종무,투수
2021-09-07,소속선수 추가 등록,한화,김재영,군보류 해제,투수
2021-09-06,자유계약선수,한화,이성열,,내야수
2021-09-04,소속선수 추가 등록,키움,김동욱,육성선수 말소,투수
2021-09-04,임의해지,키움,브리검,,투수
2021-09-03,부상자 명단,KT,김병희,15일,내야수
2021-09-03,부상자 명단,SSG,정의윤,10일,외야수
2021-09-03,소속선수 추가 등록,SSG,김규남,육성선수 말소,외야수
2021-09-03,등번호 변경,SSG,김규남,09→69,외야수
2021-09-03,자유계약선수,KT,조한욱,,투수
2021-09-01,부상자 명단,삼성,최지광,10일,투수
2021-09-01,부상자 명단,한화,이동훈,30일,외야수
2021-09-01,군보류,KT,김건형,,외야수
2021-09-01,군보류,KT,김성훈,,투수
2021-09-01,군보류,KT,이상동,,투수
2021-09-01,소속선수 추가 등록,한화,이원석,육성선수 말소,외야수
2021-08-30,부상자 명단,KIA,김유신,10일,투수
2021-08-30,부상자 명단,삼성,김동엽,10일,외야수
2021-08-30,웨이버,한화,이성열,,내야수
2021-08-27,부상자 명단,키움,이정후,10일,외야수
2021-08-27,웨이버,KT,조한욱,,투수
2021-08-25,군보류,LG,이주형,,내야수
2021-08-25,등번호 변경,키움,예진원,0→53,외야수
2021-08-24,부상자 명단,삼성,김헌곤,10일,외야수
2021-08-21,부상자 명단,LG,김민성,10일,내야수
2021-08-21,부상자 명단,SSG,이재원,10일,포수
2021-08-20,부상자 명단,KIA,김유신,10일,투수
2021-08-20,자유계약선수,NC,모창민,,내야수
2021-08-18,자유계약선수,키움,송우현,,외야수
2021-08-17,부상자 명단,키움,이정후,10일,외야수
2021-08-17,소속선수 추가 등록,키움,김인범,육성선수 말소,투수
2021-08-15,부상자 명단,LG,송은범,30일,투수
2021-08-15,부상자 명단,한화,노시환,30일 / 9.12 1군 엔트리 등록,내야수
2021-08-15,소속선수 추가 등록,한화,김태연,육성선수 말소,내야수
2021-08-13,개명,NC,최우재,개명전:최상인,외야수
2021-08-13,소속선수 추가 등록,NC,강태경,육성선수 말소,투수
2021-08-13,소속선수 추가 등록,한화,페레즈,,내야수
2021-08-13,웨이버,NC,모창민,,내야수
2021-08-11,부상자 명단,LG,김민성,10일,내야수
2021-08-11,부상자 명단,SSG,이재원,10일,포수
2021-08-11,군보류,KIA,홍원빈,,투수
2021-08-11,소속선수 추가 등록,KIA,강이준,군보류 해제,투수
